show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,Data_Quality_Notes
s7546,Movie,Myscientologymovie,Johndower,Louistheroux,Unitedkingdom,13-Jul-17,2015,TV-MA,99min,Documentaries,"AfterspeakingwithformerScientologymembersandbeingstonewalledbyhigher-ups,filmmakerLouisTherouxhiresactorstore-createallegedevents.","Text cleaned, spaces removed, duplicates handled"
s7547,Movie,Mysister'Skeeper,Nickcassavetes,"Camerondiaz,Abigailbreslin,Alecbaldwin,Jasonpatric,Sofiavassilieva,Joancusack,Heatherwahlquist,Thomasdekker,Evanellingson,Davidthornton",Unitedstates,1-Sep-19,2009,PG-13,109min,Dramas,Aformerdefenseattorneyfindsherselfbackincourtwhensheandherhusbandaresuedformedicalemancipationbytheir11-year-olddaughter.,"Text cleaned, spaces removed, duplicates handled"
s7548,TVShow,Mytattooaddiction,,Julianbarratt,Unitedkingdom,1-Feb-19,2013,TV-MA,1Season,"Britishtvshows,Docuseries",Inkjunkiesdigskindeepandsharepersonalstoriesabouttheircollectionofbodyart.,"Text cleaned, spaces removed, duplicates handled"
s7549,Movie,Mytruefriend,Atsajunsattakovit,"Mariomaurer,Natchajuntapan,Monchanoksaengchaipiangpen,Nawapaiboonwuthinanon,Kamolnedruengsri,Sirapopdaongern,Rakchawanmaroukasonti,Poomrungsrithananon,Patsomtatsudprasert,Raneecampen",Thailand,25-Jul-18,2012,TV-MA,108min,"Action&Adventure,Dramas,Internationalmovies",Abulliedstudentformsabondwiththeleaderofayouthganganddiscoversthepowerandmeaningoftruefriendship.,"Text cleaned, spaces removed, duplicates handled"
s7550,Movie,Myweekwithmarilyn,Simoncurtis,"Michellewilliams,Kennethbranagh,Eddieredmayne,Dominiccooper,Philipjackson,Derekjacobi,Tobyjones,Michaelkitchen,Juliaormond,Simonrussellbeale,Dougrayscott,Zo„´Wanamaker,Emmawatson,Judidench","Unitedkingdom,Unitedstates",30-May-19,2011,R,99min,"Dramas,Romanticmovies","WhilefilmingamovieinEngland,HollywoodiconMarilynMonroeslipsawaywithayoungBritforaweekofself-discoveryandfrivolity.","Text cleaned, spaces removed, duplicates handled"
s7551,Movie,Mywifeandmywifey,Moatazeltony,"Ramezgalal,Sheryadel,Hassanhosny,Samymaghawry,Youssefeid,Rajaal-Jeddawi,Edward",,18-Apr-19,2014,TV-14,99min,"Comedies,Internationalmovies",Amanfindshismarriagetoadedicatedwomen'srightsactivistfacingsomeunexpectedchallengesoverhercommitmenttothecause.,"Text cleaned, spaces removed, duplicates handled"
s7552,TVShow,Mysterysciencetheater3000,,"Joelhodgson,Michaelj.Nelson,Kevinmurphy,Tracebeaulieu,Jimmallon,Frankconniff,Maryjopehl,Billcorbett,Patrickbrantseg,J.Elvisweinstein",Unitedstates,15-Mar-18,1999,TV-14,1Season,"Tvcomedies,Tvsci-Fi&Fantasy",HostsJoelandMikeandtheirrobotcompanionsofferhilariousrunningcommentaryonBmoviesthey'reforcedtowatchintheseclassicMST3Kepisodes.,"Text cleaned, spaces removed, duplicates handled"
s7553,Movie,Mythilyveendumvarunnu,Sabuvarghese,"Udhay,Kiranraj,I.M.Vijayan,Sandhanam,Shivanibhai,Sangeethabalan",India,1-Aug-18,2017,TV-PG,88min,"Horrormovies,Internationalmovies","Afterlosingherfather,ayoungwomanmovestothecitytoearnmoney.Whenshefindsajobatamysteriousbungalow,herworstnightmarescometrue.","Text cleaned, spaces removed, duplicates handled"
s7554,Movie,Nacholibre,Jaredhess,"Jackblack,Anadelareguera,H„©Ctorjim„©Nez,Dariusrose,Moisesarias,Diegoeduardogomez,Carlosmaycotte,Richardmontoya,Cesargonzalez,Rafaelmontalvo","Unitedstates,Mexico",1-Nov-19,2006,PG,92min,"Comedies,Sportsmovies","WhenIgnaciolearnsofanorphanage'sfinancialwoes,hepitchesintohelp‚Äìbydisguisinghimselfandjoiningtheprofessionalwrestlingcircuit.","Text cleaned, spaces removed, duplicates handled"
s7555,Movie,Nagatheeternalyogi,"Krishnaagazzi,Filippogastaldi",,"Italy,India",5-Feb-17,2016,TV-PG,73min,"Documentaries,Internationalmovies","ThisdocumentaryexaminesthenakedyogagurusofIndiawhosedevoutspiritualpracticeconnectsthemtotheeternal,transcendingthematerialworld.","Text cleaned, spaces removed, duplicates handled"
s7556,Movie,Nails,Dennisbartok,"Leahmcnamara,Shaunamacdonald,Stevewall,Rossnoble,Charlottebradley,Richardfoster-King,Dennisbartok,Roberto'Mahoney,Muireannd'Arcy",Ireland,10-Mar-18,2017,TV-MA,85min,Horrormovies,"Recentlyparalyzedinadevastatingcaraccident,Danabeginstosuspectadarkandsinisterforcemaybelurkingwithinherhospitalroom.","Text cleaned, spaces removed, duplicates handled"
s7557,Movie,Naledi:Ababyelephant'Stale,"Benbowie,Geoffluck",,"Unitedstates,Botswana",28-May-20,2016,TV-PG,91min,Documentaries,ScientistsandanimalkeepersfighttosaveanorphanedbabyelephantatarescuecampinBotswanawhilestrugglingtodefenditsentirespecies.,"Text cleaned, spaces removed, duplicates handled"
s7558,Movie,Namakhalaal,Prakashmehra,"Amitabhbachchan,Shashikapoor,Parveenbabi,Smitapatil,Waheedarehman,Omprakash,Ranjeet,Satyendrakapoor",India,31-Dec-19,1982,TV-14,171min,"Action&Adventure,Comedies,Internationalmovies","Whileloyallydefendinghisbossfrommobsterstryingtokillhim,anaive,hotelbellboydiscoversthefamilyheneverknewhehad.","Text cleaned, spaces removed, duplicates handled"
s7559,Movie,Namour,Heidisaman,"Karimsaleh,Waleedzuaiter,Nicolehaddad,Monahala,Wedadabdelazizabdou,Lavrentilopes,Jessicalu,Aminelgamal,Melinalizette,Tomlenk,Terrywalters",Unitedstates,15-Mar-17,2016,NR,80min,"Dramas,Independentmovies","AimlessvaletdriverStevenBassemcan'tfindthemotivationtogetabetterjob,evenwhenhisfractiousimmigrantfamilystartsfallingapart.","Text cleaned, spaces removed, duplicates handled"
s7560,Movie,Narutoshippuden:Bloodprison,Masahikomurata,"Junkotakeuchi,Chienakamura,Rikiyakoyama,Kazuhikoinoue,Masakiterasoma,Miesonozaki,Yuichinakamura,Kengokawanishi,Koseihirota,Masakokatsuki",Japan,1-Sep-17,2011,TV-14,102min,"Action&Adventure,Animefeatures,Internationalmovies","MistakenlyaccusedofanattackontheFourthRaikage,ninjaNarutoisimprisonedintheimpenetrableHozukiCastleandhispowersaresealed.","Text cleaned, spaces removed, duplicates handled"
s7561,Movie,Nataliavaldebenito:Gritona,Nataliavaldebenito,Nataliavaldebenito,Unitedstates,10-Nov-17,2017,TV-MA,76min,Stand-Upcomedy,"Chile'sNataliaValdebenitohitsSantiago'sTeatroCaupolic√°nwithaone-womanshowsteepedinirony,adashofimprovandherownpersonalstyle.","Text cleaned, spaces removed, duplicates handled"
s7562,Movie,Nationalbird,Soniakennebeck,,Unitedstates,8-May-17,2016,TV-MA,92min,Documentaries,"Threeformermilitaryoperativesofferdisturbing,firsthandaccountsofthedeadlyimpactthatU.S.dronewarfarehashadonciviliansoverseas.","Text cleaned, spaces removed, duplicates handled"
s7563,Movie,Nationallampoon'Sloadedweapon1,Genequintano,"Emilioestevez,Samuell.Jackson,Jonlovitz,Timcurry,Kathyireland,Frankmcrae,Williamshatner,Dhirushah,Gokul,Thomasbruggemann",,1-Nov-19,1993,PG-13,82min,"Action&Adventure,Comedies,Independentmovies","InthisparodyoftheLethalWeaponfranchise,criminalsmurderadetectiveandstealherprizedevidence:microfilmwitharecipeforcocainecookies.Luckily,loose-cannoncopJackColtandhisby-the-bookpartner,WesLuger,areonthecase.","Text cleaned, spaces removed, duplicates handled"
s7564,Movie,Nationalparksadventure,Gregmacgillivray,Robertredford,Unitedstates,1-Feb-18,2016,TV-G,42min,Documentaries,"NarratedbyRobertRedford,thisdocumentarytourstheawe-inspiringlandscapes,historicsitesanduntamedwildernessofAmerica'sgreatparks.","Text cleaned, spaces removed, duplicates handled"
s7565,Movie,Nationaltreasure,Jonturteltaub,"Nicolascage,Dianekruger,Justinbartha,Seanbean,Jonvoight,Harveykeitel,Christopherplummer",Unitedstates,1-Jun-18,2004,PG,131min,"Action&Adventure,Children&Familymovies","ModerntreasurehunterssearchforachestofrichesrumoredtohavebeenstashedawaybyGeorgeWashington,ThomasJeffersonandBenjaminFranklin.","Text cleaned, spaces removed, duplicates handled"
s7566,Movie,Natsamrat-Asanathonenahi,Maheshmanjrekar,"Nanapatekar,Medhamanjrekar,Mrinmayeedeshpande,Sunilbarve,Vikramgokhale,Nehapendse",India,1-Jun-18,2016,TV-14,165min,"Dramas,Internationalmovies","AveteranShakespeareanactorstepsoffthestageandintothepainfultragedyofoldage,facingungratefulfamilyandhisfleetinglegacy.","Text cleaned, spaces removed, duplicates handled"
s7567,Movie,Naturalbornpranksters,"Romanatwood,Benpluimer","Romanatwood,Vitalyzdorovetskiy,Dennisroady",Unitedstates,15-Sep-16,2016,R,91min,Comedies,"ThebiggestprankstersonYouTube‚ÄìVitalyzdTV,DennisRoadyandRomanAtwood‚ÄìturnHollywoodinto""Prankwood""withtheirmostover-the-topstunts.","Text cleaned, spaces removed, duplicates handled"
s7568,Movie,Naturalselection,Chadl.Scheifele,"Masondye,Ryanmunzert,Anthonymichaelhall,Amycarlson,Katherinemcnamara,Tylerelliotburke,Estherzynn,Ryanboudreau",Unitedstates,1-Dec-16,2015,R,101min,"Dramas,Independentmovies","Asthenewkid,ashyhighschoolseniorfindshimselftormentedbyallhispeersexceptone.Buthisnewfriendhasadark,infectiousoutlook.","Text cleaned, spaces removed, duplicates handled"
s7569,TVShow,Nature:Animalswithcameras,,Gordonbuchanan,"Unitedkingdom,Unitedstates",1-Oct-18,2018,TV-PG,1Season,"Docuseries,Science&Naturetv","Withcustom-builtcamerasattachedtotheirbodies,animalsfromninespeciesofferarareandintimateglimpseintotheirlives.","Text cleaned, spaces removed, duplicates handled"
s7570,TVShow,Nature:Naturalbornhustlers,,Kevindraine,Unitedstates,1-Mar-17,2016,TV-G,1Season,"Docuseries,Science&Naturetv","Sometimesbeingshadyistheonlywaytosurvive,afactthesesneakyanimal""hustlers""‚Äìincludingorcas,owlsandotters‚Äìusetotheiradvantage.","Text cleaned, spaces removed, duplicates handled"
s7571,Movie,Nature:Raisingthedinosaurgiant,,Davidattenborough,Unitedstates,1-Mar-17,2016,TV-G,53min,Documentaries,SirDavidAttenboroughexaminesarecentlydiscoveredcollectionofdinosaurfossils.CGIand3-Dscansrevealwhatthebeastmayhavelookedlike.,"Text cleaned, spaces removed, duplicates handled"
s7572,TVShow,Nature'Sgreatevents(2009),,Davidattenborough,"Unitedstates,Unitedkingdom",10-Oct-15,2009,TV-PG,1Season,"Britishtvshows,Docuseries,Science&Naturetv","Thisserieslooksathowseasonalchangescauseshiftingweatherpatternsandoceancurrents,creatingtheconditionsforspectacularwildlifeevents.","Text cleaned, spaces removed, duplicates handled"
s7573,TVShow,Nature'Sgreatevents:Diaries,,Davidattenborough,"Unitedstates,Unitedkingdom",22-Apr-15,2009,TV-PG,1Season,"Britishtvshows,Docuseries,Science&Naturetv",Lookbehindthescenesofthiswildlifedocumentaryseriesthatexamineshowanimalsaroundtheworldadapttochaoticnaturalphenomena.,"Text cleaned, spaces removed, duplicates handled"
s7574,TVShow,Nature'Sgreatrace,,Lizbonnin,Unitedkingdom,1-Oct-17,2016,TV-PG,1Season,"Britishtvshows,Docuseries,Science&Naturetv","Epicfootagecapturesthreeoftheworld'smostsignificantlandmigrations,followingelephants,caribouandzebrasontheirtreacherousjourneys.","Text cleaned, spaces removed, duplicates handled"
s7575,TVShow,Nature'Sweirdestevents,,Chrispackham,Unitedkingdom,"September1,2019",2015,TV-PG,3Seasons,"Britishtvshows,Docuseries,Science&Naturetv","HostChrisPackhamexaminesbizarrenaturalphenomenafromaroundtheglobe,fromstrangecreaturestogeographicaloddities.","Text cleaned, spaces removed, duplicates handled"
s7576,Movie,Naziconcentrationcamps,Georgestevens,,Unitedstates,31-Mar-17,1945,TV-MA,59min,"Classicmovies,Documentaries","ShockingfootageshowsNaziconcentrationcampsafterliberation,includingBuchenwaldandOhrdruf,whereGen.EisenhowerorderedlocalNazistotour.","Text cleaned, spaces removed, duplicates handled"
s7577,TVShow,Nazimegaweapons,,,Unitedstates,"March1,2017",2016,TV-PG,3Seasons,Docuseries,"ThisdocumentaryseriesexaminesNaziGermany'smilitaryhardware,defensesandtechnology,includingfortifications,U-boatsandballisticmissiles.","Text cleaned, spaces removed, duplicates handled"
s7578,Movie,Neruda,Pablolarra„≠N,"Luisgnecco,Gaelgarc„≠Abernal,Mercedesmor„°N,Emilioguti„©Rrezcaba,Diegomu„±Oz,Alejandrogoic,Pabloderqui,Marceloalonso","Chile,Argentina,France,Spain,Unitedstates",26-Jun-17,2016,R,108min,"Dramas,Internationalmovies","WhenaChileanpolicemanvowstofindandcaptureleftistpoetPabloNeruda,agameofcatandmouseensuesthattestsboththeirwills.","Text cleaned, spaces removed, duplicates handled"
s7579,Movie,Neverheard,Joshwebber,"Romeomiller,Davidbanner,Robingivens,Karruechetran,Dijontalton,Dorienwilson,Karenabercrombie,Kandiburruss,Brianwhite,Jackielong",Unitedstates,15-Feb-19,2018,TV-PG,89min,"Dramas,Faith&Spirituality","Ashisfathersitsbehindbars,ayoungmanisluredintoLosAngeles'mercilessdrugworldandforcedtochoosebetweenGodandganglife.","Text cleaned, spaces removed, duplicates handled"
s7580,Movie,Newyorkminute,Denniegordon,"Mary-Kateolsen,Ashleyolsen,Eugenelevy,Andyrichter,Rileysmith,Jaredpadalecki,Drewpinsky,Darrellhammond,Andreamartin,Alannahong,Marybonddavis,Bobsaget,Jackosbourne",Unitedstates,1-Jan-20,2004,PG,91min,"Children&Familymovies,Comedies","Whenbickeringteenagetwinsaccidentallylandinthemiddleofacriminaloperation,they'llhavetoworktogethertogetthemselvesoutoftrouble.","Text cleaned, spaces removed, duplicates handled"
s7581,Movie,Newtown,Kima.Snyder,,Unitedstates,7-Apr-17,2016,NR,84min,Documentaries,"Thisintimateportraitshedslightonthetraumaexperiencedandstrengthdisplayedbythoseaffectedbythe2012massacreinNewtown,Connecticut.","Text cleaned, spaces removed, duplicates handled"
s7582,Movie,Next,Leetamahori,"Nicolascage,Juliannemoore,Jessicabiel,Thomaskretschmann,Torykittles,Jos„©Z„∫„±Iga,Jimbeaver,Jasonbutlerharner,Michaeltrucco,Enzocilenti",Unitedstates,1-Jul-19,2007,PG-13,96min,"Action&Adventure,Sci-Fi&Fantasy",LasVegasmagicianCriscanseeafewminutesintothefutureandanFBIagentwantshishelpthwartinganuclearattack.,"Text cleaned, spaces removed, duplicates handled"
s7583,Movie,Nibunan,Arunvaidyanathan,"Arjun,Prasanna,Varalakshmisarathkumar,Sruthihariharan,Vaibhavreddy,Suman,Suhasini,Krishnasekhar",India,1-May-18,2017,TV-14,124min,"Action&Adventure,Dramas,Internationalmovies","Withnumberswrittenonadollastheironlyclue,threeofficersofthelawtrackdownapsychotickiller,unearthingdarksecretsalongtheway.","Text cleaned, spaces removed, duplicates handled"
s7584,Movie,Nightcomeson,Jordanaspiro,"Dominiquefishback,Tatummarilynhall,Nastashiafuller,Angelbismarkcuriel,Johnearljelks,Maxcasella,Jamesmcdaniel,Cymbalbyrd",Unitedstates,27-Aug-20,2018,TV-MA,87min,"Dramas,Independentmovies",Ateenfreshoutofjuveniledetentiontriestorescuehersisterfromfostercareinordertoexactrevengeontheirfatherfortheirmother'smurder.,"Text cleaned, spaces removed, duplicates handled"
s7585,Movie,Nightmoves,Kellyreichardt,"Jesseeisenberg,Dakotafanning,Petersarsgaard,Aliashawkat,Loganmiller,Kailennox,Katherinewaterston,Jameslegros",Unitedstates,30-Jun-19,2013,R,113min,"Dramas,Independentmovies,Thrillers",Apairofyoungenvironmentalistsenlistthehelpofanex-militaryexplosivesexperttocarryoutadangerousactofeco-terrorism.,"Text cleaned, spaces removed, duplicates handled"
s7586,Movie,Nightcrawler,Dangilroy,"Jakegyllenhaal,Renerusso,Rizahmed,Billpaxton,Kevinrahm,Michaelhyatt,Anncusack,Marcorodriguez,Michaelpapajohn,Kentshocknek,Jameshuang",Unitedstates,10-Aug-20,2014,R,118min,"Dramas,Independentmovies,Thrillers",AyounghustlerfindssuccesstrollingthestreetsofLosAngelestofilmdisastersanddeath.Butthedarknesshecapturesstartstotakeholdofhim.,"Text cleaned, spaces removed, duplicates handled"
s7587,TVShow,"Nightmaretenants,Slumlandlords",,Wendipeters,,"July12,2019",2016,TV-MA,2Seasons,"Britishtvshows,Internationaltvshows,Realitytv",TheongoinghousingcrisisinBritainhasledtoanincreasednumberofnastyconflictsbetweenfed-uplandlordsandexasperatedtenants.,"Text cleaned, spaces removed, duplicates handled"
s7588,Movie,Nightsinrodanthe,Georgec.Wolfe,"Richardgere,Dianelane,Christophermeloni,Violadavis,Beckyannbaker,Scottglenn,Lindamolloy,Pabloschreiber,Maewhitman,Charlietahan","Unitedstates,Australia",1-Jul-19,2008,PG-13,97min,"Dramas,Romanticmovies","WhenahurricanehitsacoastalNorthCarolinainnandstrandstheonlyguest,surgeonPaulFlanner,ayoungwoman'slifechangesforever.","Text cleaned, spaces removed, duplicates handled"
s7589,TVShow,Ninjahattori,,"Junkohori,Masakosugaya,Yukomita,Kanetakimotsuki,Kenichiogata,Eikoyamada,Yuzurufujimoto,Yurinashiwa,Runaakiyama,Isseifutamata",Japan,23-Dec-18,1981,TV-Y7,1Season,"Animeseries,Kids'Tv","ElementaryschoolstudentKenichiMitsuba'shouseholdgainsasurprisingnewmember:KanzoHattori,amischievousbuthelpfulyoungninja.","Text cleaned, spaces removed, duplicates handled"
s7590,TVShow,Ninjaturtles:Thenextmutation,,"Jarredblancard,Mitchella.Leeyuen,Deanchoe,Richardyee,Gabekhouth,Nicoleparker,Kirbymorrow,Matthill,Jasongray-Stanford,Michaeldobson,Lalainialindbjerg,Shishirinocalla,Fionascott,Stephenmendel,Larrylam,Geoffwong","Canada,Unitedstates",1-Jan-16,1997,TV-G,1Season,"Kids'Tv,Tvcomedies",Everyone'sfavoriteteenagemutantsarebackinliveactiontofightcrimewithhelpfromanewninjaturtle‚ÄìafemalenamedVenusDeMilo.,"Text cleaned, spaces removed, duplicates handled"
s7591,Movie,Noentry,Aneesbazmee,"Anilkapoor,Salmankhan,Fardeenkhan,Bipashabasu,Laradutta,Eshadeol,Celinajaitly,Bomanirani",India,1-Mar-18,2005,TV-PG,161min,"Comedies,Internationalmovies","Afteraprankgoessideways,threebuddiesfindtheirrelationships‚Äìwithwomenandeachother‚Äìtestedinunexpectedways.","Text cleaned, spaces removed, duplicates handled"
s7592,Movie,Noestoyloca,Nicol„°Sl„≥Pez,"Pazbascu„±√°N,Marcialtagle,Antoniazegers,Carolinapaulsen,Gabrielahernandez,Fernandaurrejola,Luispablorom„°N,Loretoaravena,Ariellevy,Ignaciaallamand,Ram„≥Nllao",Chile,4-May-18,2018,TV-MA,116min,"Comedies,Dramas,Internationalmovies",Awomanentersaquirkymentalhealthclinicafterattemptingsuicideuponfindingoutherhusbandishavinganaffairwithherbestfriend.,"Text cleaned, spaces removed, duplicates handled"
s7593,Movie,Noreservations,Scotthicks,"Catherinezeta-Jones,Aaroneckhart,Abigailbreslin,Patriciaclarkson,Jennywade,Bobbalaban,Br„≠Anf.O'Byrne,Lilyrabe",Unitedstates,1-Oct-19,2007,PG,104min,"Comedies,Romanticmovies","Kate,anuptightchef,findsherlifeturnedupsidedownwhenhersisterdiesinacaraccidentandshebecomesherniece'ssoleguardian.","Text cleaned, spaces removed, duplicates handled"
s7594,TVShow,Nobel,,"Akselhennie,Tuvanovotny,Andersdanielsenlie,Madssj„∏G„•Rdpettersen,Danicacurcic,Christianrubeck,Oddmagnuswilliamson,Mattishermannyquist,Hallvardholmen,Atheeradel,Mohammad-Alibehboudi,Ayeshawolasmal,Raminyazdani,Rolfkristianlarsen,Dennisstorh„∏I",Norway,10-Dec-16,2016,R,1Season,"Internationaltvshows,Tvdramas,Tvthrillers",AseriesofincidentsinAfghanistansetcomplicatedpoliticalandpersonaleventsinmotionforareturningNorwegianSpecialForcesofficer.,"Text cleaned, spaces removed, duplicates handled"
s7595,Movie,Normofthenorth:Familyvacation,Anthonybell,"Andrewtoth,Lisadurupt,Jonathanholmes,Pauldobson,Colehoward,Briandrummond,Jennifercameron",Unitedstates,25-May-20,2020,TV-Y7,89min,Children&Familymovies,"Stressedbyhisdutiesaskingandfather,Normmustsecretlyfindhisstolencrownwhiletakinghisfamilyonamuch-neededvacation.","Text cleaned, spaces removed, duplicates handled"
s7596,Movie,Normofthenorth:Keystothekingdom,Timmaltby,"Andrewtoth,Colehoward,Mayakay,Jennifercameron,Alanmarriott,Leetockar,Briandrummond","India,Unitedstates",21-Aug-20,2019,TV-PG,92min,Children&Familymovies,"WhenNormthepolarbearisframedforacrimehedidn‚Äôtcommit,hisfriendsstepuptohelphimclearhisname.","Text cleaned, spaces removed, duplicates handled"
s7597,Movie,Normofthenorth:Kingsizedadventure,"Richardfinn,Timmaltby","Alanmarriott,Andrewtoth,Briandobson,Colehoward,Jennifercameron,Jonathanholmes,Leetockar,Lisadurupt,Mayakay,Michaeldobson","Unitedstates,India,Southkorea,China",9-Sep-19,2019,TV-PG,90min,"Children&Familymovies,Comedies","Beforeplanninganawesomeweddingforhisgrandfather,apolarbearkingmusttakebackastolenartifactfromanevilarchaeologistfirst.","Text cleaned, spaces removed, duplicates handled"
s7598,TVShow,North&South,,"Danieladenby-Ashe,Richardarmitage,Timpigott-Smith,Sin„©Adcusack,Lesleymanville,Brendancoyle,Annamaxwellmartin,Jojoyner,Paulinequirke,Kaylyon",Unitedkingdom,31-Mar-17,2004,NR,1Season,"Britishtvshows,Romantictvshows,Tvdramas","Whenherfathermoveshisfamilytoanindustrialmilltown,theparson'sdaughter,MargaretHale,strugglestoadapttoherharshnewsurroundings.","Text cleaned, spaces removed, duplicates handled"
s7599,Movie,Notalone,"Kikigoshay,Jacquelinemonetta",,Unitedstates,1-Jan-18,2017,TV-14,50min,Documentaries,An18-year-oldstrugglingtounderstandherbestfriend'ssuicidetalkstoteenagerswhohavegrappledwithmentalillnessandsuicidalthoughts.,"Text cleaned, spaces removed, duplicates handled"
s7600,Movie,Nova:Birdbrain,,Craigsechler,Unitedstates,1-Jul-19,2017,TV-G,53min,"Children&Familymovies,Documentaries",Scientiststestavianaptitudeandchallengeconceptsofintelligencewithexamplesrangingfrompuzzle-solvingcrowstoparrotswithasenseoftime.,"Text cleaned, spaces removed, duplicates handled"
s7601,Movie,Nova:Blackholeapocalypse,Rushmoredenooyer,Jannalevin,Unitedstates,1-Jul-19,2018,TV-G,113min,Documentaries,"Astrophysicistsshowhowblackholesmightholdanswerstohowtheuniverseevolved,leadingtolifeonEarthand,ultimately,thehumanrace.","Text cleaned, spaces removed, duplicates handled"
s7602,Movie,Nova:Buildingchernobyl'Smegatomb,Martingorst,Ericmeyers,Unitedstates,1-Jul-19,2017,TV-PG,53min,Documentaries,"ThirtyyearsafterChernobyl‚Äôsnucleardisaster,engineersraceagainsttimetocompleteanewdometocontainthereactor‚Äôslethalradiation.","Text cleaned, spaces removed, duplicates handled"
s7603,Movie,Nova:Chinesechariotrevealed,Giuliaclark,Ericmeyers,Unitedstates,1-Jul-19,2017,TV-PG,54min,Documentaries,"ThechariotdominatedChinesewarfareformillennia.Now,ateamofexpertsisbuildingtheirownandunlockingitsmanysecrets.","Text cleaned, spaces removed, duplicates handled"
s7604,Movie,Nova:Daythedinosaursdied,Sarahholt,Craigsechler,Unitedstates,1-Jul-19,2017,TV-PG,53min,Documentaries,"Drillingintotheimpactcrateroftheasteroidthatwipedoutthedinosaurs,agroupofscientistsunearthsnewevidenceaboutthecatastrophicevent.","Text cleaned, spaces removed, duplicates handled"
s7605,Movie,Nova:Deathdivetosaturn,Terrirandall,Craigsechler,Unitedstates,1-Jul-19,2017,TV-G,54min,Documentaries,"Afterdecadesofamazingdiscoveries,spacecraftCassiniembarksonitsfinal‚Äìandmostdaring‚Äìmission:adivebelowSaturn‚Äôsrings.","Text cleaned, spaces removed, duplicates handled"
s7606,Movie,Nova:Decodingtheweathermachine,Doughamilton,Jayo.Sanders,Unitedstates,1-Jul-19,2018,TV-14,113min,Documentaries,"ScientistsinvestigateEarth‚Äôsclimatemachine,lookingforcluesacrosstheglobe,fromGreenland‚ÄôsicesheettothedesertofAustralia.","Text cleaned, spaces removed, duplicates handled"
s7607,Movie,Nova:Eclipseoveramerica,Martingorst,,Unitedstates,1-Jul-19,2017,TV-G,53min,Documentaries,"Scientistsrevealhowthe2017solareclipseprovidednewcluesintohowthesunworks,fromitsscorchingatmospheretoitsdeadlysolarstorms.","Text cleaned, spaces removed, duplicates handled"
s7608,Movie,Nova:Extremeanimalweapons,Peterfison,Dougaverill,Unitedstates,1-Jul-19,2017,TV-PG,53min,Documentaries,"Fromhugetuskstogianthorns,someanimalssportweaponrythat‚Äôslargerthanlife.Researchersexplainthesciencebehindthisbiologicalarmsrace.","Text cleaned, spaces removed, duplicates handled"
s7609,Movie,Nova:Firstfaceofamerica,Grahamtownsley,Jayo.Sanders,Unitedstates,1-Jul-19,2018,TV-PG,53min,Documentaries,"Duringriskyexpeditionsinanunderwatercave,scientistsuneartha13,000-year-oldskeletontogaininsightintotheearliestknownhumansinAmerica.","Text cleaned, spaces removed, duplicates handled"
s7610,Movie,Nova:Holocaustescapetunnel,"Paulaapsell,Kirkwolfinger",,Unitedstates,1-Jul-19,2017,TV-14,54min,Documentaries,"AtaformerNaziexecutionsiteinLithuania,aninternationalteamofarchaeologistssearchesforalostescapetunneldugbyJewishprisoners.","Text cleaned, spaces removed, duplicates handled"
s7611,Movie,Nova:Killerfloods,,Craigsechler,Unitedstates,1-Jul-19,2017,TV-PG,54min,Documentaries,Scientistssearchforevidenceleftbehindbytheworld‚Äôsgreatestfloodsandpredictifclimatechangewillcauseevengreateraquaticdisasters.,"Text cleaned, spaces removed, duplicates handled"
s7612,Movie,Nova:Killerhurricanes,Olivertwinch,Craigsechler,Unitedstates,1-Jul-19,2017,TV-PG,52min,Documentaries,"Scientistsresearchtheworld‚Äôsdeadliesthurricane,tryingtounderstandwhatthis18th-centurystormcouldtellusaboutourownfuture.","Text cleaned, spaces removed, duplicates handled"
s7613,Movie,Nova:Killervolcanoes,Olivertwinch,Craigsechler,Unitedstates,1-Jul-19,2017,TV-PG,54min,Documentaries,Evidenceofamysteriousmedievalfamineleadsresearchersonaquestforoneofthedeadliestvolcanoesinhumanhistory.,"Text cleaned, spaces removed, duplicates handled"
s7614,Movie,Nova:Poisonedwater,Llewellynm.Smith,Joemorton,Unitedstates,1-Jul-19,2017,TV-PG,54min,Documentaries,"ThisdocumentarydetailshowthewaterdisasterinFlint,Michiganhappened,itslastingeffects,andthelengthyeffortsittooktocorrectit.","Text cleaned, spaces removed, duplicates handled"
s7615,Movie,Nova:Predictionbythenumbers,Danielmccabe,Jayo.Sanders,Unitedstates,1-Jul-19,2018,TV-G,53min,Documentaries,"Withthescienceofforecastingflourishing,thisdocumentaryexploreshowpredictionsinformourlivesandstatisticsandalgorithms'reliability.","Text cleaned, spaces removed, duplicates handled"
s7616,Movie,Nova:Secretsoftheshiningknight,Peteryost,Jayo.Sanders,Unitedstates,1-Jul-19,2017,TV-PG,53min,Documentaries,Amasterarmorerandhisteamrecreatepartsofaknight'smedievalarmorandtestitsstrengthwhilerediscoveringcenturies-oldmetalworkingsecrets.,"Text cleaned, spaces removed, duplicates handled"
s7617,Movie,Nova:Thaicaverescue,Tomstubberfield,,Unitedstates,1-Jul-19,2018,TV-PG,53min,Documentaries,Aninternationalteamofrescueworkersracetosave12youngsoccerplayersandtheircoachtrappedinafloodedcaveinThailand.,"Text cleaned, spaces removed, duplicates handled"
